,id_especie,nome_cientifico,nome_popular_1,genero,especie,familia,densidade_basica,contracao_tangencial,contracao_radial,contracao_volumetrica,relacao_tangencial_radial,flexao_seca_moe,flexao_seca_mor,compressao_paralela_seca,dureza_janka_paralela_seca,dureza_janka_transversal_seca,cisalhamento_seca,cor_cerne_classificacao,textura,gra,brilho,cerne_alburno,figura_tangencial,secagem_duracao_dias
95,273,Vochysia maxima,QUARUBA,Vochysia,maxima,Vochysiaceae,0.49,8.8,4.0,12.1,2.2,11.18,91.2,47.56,5491.74,4717.01,10.0,rosa,média a grossa,cruzada revessa,ausente imperceptível,pouco distintos,"em forma de V, causada por anéis de crescimento destacados",5
96,276,Vochysia obidensis,QUARUBA,Vochysia,obidensis,Vochysiaceae,0.5,10.0,3.2,12.7,3.13,12.45,100.62,52.96,6717.57,5246.57,10.3,rosa,média,cruzada revessa,moderado,distintos,"em faixas pouco destacadas, causadas por anéis de crescimento",4
97,277,Xylopia nitida,EMBIRA-branca,Xylopia,nitida,Annonaceae,0.56,11.4,6.7,16.6,1.7,15.89,116.99,62.08,6560.67,4971.98,8.43,oliva,media,direita,moderado,indistintos,"em faixas bem destacadas, causadas por anéis de crescimento",22
98,5,Allantoma lineata,SERU,Allantoma,lineata,Lecythidaceae,0.6,7.5,5.5,11.6,1.36,12.75,114.84,57.96,4942.56,5128.89,,marrom,fina,direita a revessa,ausente,distintos,"pouco destacada, em faixas longitudinais e em forma de V, causadas pelas camadas de crescimento e em ondulações, devido ao parênquima axial",3
99,18,Aspidosperma desmanthum,ARARACANGA,Aspidosperma,desmanthum,Apocynaceae,0.69,9.0,5.8,14.5,1.55,14.61,132.98,67.86,9247.69,7815.92,12.65,amarela,média,revessa,ausente,distintos,causada pelas linhas vasculares e de aspecto fibroso atenuado,38
100,49,Caraipa densifolia,CAMAÇARI,Caraipa,densifolia,Guttiferae,0.63,9.9,6.5,15.6,1.52,14.81,129.25,64.82,8698.52,6766.61,12.75,marrom,média,direita a revessa,ausente,pouco distintos,"pouco destacada, causada pelas linhas vasculares",9
101,76,Couepia robusta,CASTANHA-DE-CUTIA,Couepia,robusta,Chrysobalanaceae,0.83,11.0,5.8,15.7,1.9,15.59,154.55,78.85,13346.88,14258.91,13.04,marrom,média,direita a revessa,ausente,pouco distintos,"pouco destacada, causada pelas linhas vasculares e em ondulações, devido ao parênquima axial",
102,122,Hura crepitans,AÇACU,Hura,crepitans,Euphorbiaceae,0.39,5.2,3.7,7.5,1.41,8.43,67.67,32.95,3844.22,2775.29,6.96,branca,média,revessa,ausente,distintos,"pouco destacada, causada pelas linhas vasculares",6
103,127,Hymenolobium petraeum,ANGELIM-PEDRA,Hymenolobium,petraeum,Fabaceae,0.59,6.3,4.1,10.1,1.54,11.57,109.34,52.27,7659.01,5785.94,12.26,marrom,grossa,revessa,ausente,distintos,"de aspecto fibroso acentuado, causado polo destaque de parênquima axial e das linhas vasculares",25
104,282,Hymenolobium sp,ANGELIM,Hymenolobium,sp,Fabaceae,0.6,7.2,3.7,9.9,1.95,11.87,111.89,56.29,8139.54,6325.31,13.04,marrom,grossa,revessa,ausente,distintos,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial e das linhas vasculares",32
105,164,Mouriri collocarpa,MIRAÚBA,Mouriri,collocarpa,Melastomataceae,0.88,11.1,7.1,17.4,1.56,17.16,188.29,94.44,17602.98,17936.41,18.63,marrom,fina,direita e revessa,moderado,pouco distintos,"de aspecto fibroso atenuado, causado pelas linhas vasculares",5
106,173,Ocotea sp,LOURO,Ocotea,sp,Lauraceae,0.59,6.9,4.3,9.9,1.6,13.73,126.7,61.98,5560.38,5403.48,,marrom,média,revessa,ausente,pouco distintos,"pouco destacada, causada pelas linhas vasculares",
107,180,Osteophloeum platyspermum,UCUUBARANA,Osteophloeum,platyspermum,Myristicaceae,0.5,7.4,3.6,10.8,2.06,12.36,88.06,45.99,4354.16,3432.34,9.02,marrom,média,direita,moderado,distintos,"pouco destacada, em faixas longitudinais, causadas pelas camadas de crescimento e linhas vasculares",5
108,183,Parinari excelsa,PARINARI / BAFO-DE-BOI-MIRIM,Parinari,excelsa,Chrysobalanaceae,0.75,10.2,5.3,14.8,1.92,16.18,145.92,81.49,13082.1,11218.84,14.71,marrom,média,direita,ausente,indistintos,"pouco destacada, causada pelas linhas vasculares",34
109,186,Parkia nitida = Parkia oppositifolia,FAVEIRA,Parkia,nitida,Mimosaceae,0.42,5.4,2.7,7.9,2.0,9.51,81.98,34.81,4050.16,2853.74,9.41,branca,média,revessa,ausente,indistintos,"pouco destacada, causada pelas linhas vasculares e em faixas longitudinais, devido às camadas de crescimento",6
110,191,Parkia sp,ROXINHO,Parkia,sp,Caesalpiniaceae,0.29,5.35,2.38,8.13,2.25,6.18,39.13,23.54,,,5.39,Roxa,média,direita,ausente,indistintos,"destacada, causada pelas linhas vasculares",
111,192,Peltogyne paniculata,rosaDINHO,Peltogyne,paniculata,Sapotaceae,0.81,8.1,5.1,12.7,1.59,17.75,187.11,90.52,16181.01,15063.05,18.14,marrom,fina,revessa,ausente,distintos,"de aspecto fibroso atenuado, causado pelo contraste das linhas vasculares e do parênquima axial",57
112,204,Pouteria obscura,MARAGONÇALO,Pouteria,obscura,Sapotaceae,0.64,7.4,4.4,11.8,1.68,13.04,124.45,61.88,10042.04,7766.89,12.65,marrom,fina,direita e ondulada,ausente,indistintos,"pouco destacada, causada pelas linhas vasculares",6
113,209,Pouteria sp,ABIURANA,Pouteria,sp,Sapotaceae,,,,,,,,,,,,marrom,,,,,,
114,155,Zygia racemosa = Marmaroxylon racemosum,ANGELIM / ANGELIM-RAJADO,Zygia,racemosa,Mimosaceae,0.79,9.3,5.9,15.2,1.58,16.38,163.57,79.14,14886.53,14131.42,17.26,amarela,média,direita,ausente,distintos,"em faixas escuras, devido à diferença de cor e de aspecto fibroso acentuado, causado pelo destaque entre o parênquima axial, as linhas vasculares e as fibras",35
115,6,Amburana acreana,CEREJEIRA,Amburana,acreana,Fabaceae,0.47,5.4,2.92,8.22,1.85,8.63,76.98,68.16,5099.47,3912.86,10.4,amarela,grossa,direita,moderado,distintos,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",73
116,7,Anacardium giganteum,CAJUAÇU,Anacardium,giganteum,Anacardiaceae,0.38,6.04,2.73,8.47,2.21,10.0,64.14,38.34,3667.7,2245.73,7.75,cinza,média,direita,acentuado,indistintos,"destacada, causada pelas linhas vasculares",21
117,19,Aspidosperma macrocarpon,PEROBA,Aspidosperma,macrocarpon,Apocynaceae,0.65,6.24,4.36,11.5,1.43,13.83,136.31,65.12,10571.6,8237.61,14.81,marrom,fina,revessa,ausente,pouco distintos,"em faixas longitudinais sinuosas e irregulares destacadas, causadas pelas camadas de crescimento e em linhas vasculares destacadas",45
118,288,Bowdichia nitida,SUCUPIRA,Bowdichia,nitida,Fabaceae,0.74,8.46,5.78,14.2,1.46,16.67,153.38,100.91,13513.6,12228.92,16.18,marrom,grossa,revessa,moderado,distintos,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",42
119,52,Cariniana micrantha,TAUARI-VERMELHO,Cariniana,micrantha,Lecythidaceae,0.58,8.07,5.12,13.95,1.58,12.55,108.27,50.21,4579.72,4314.94,11.08,marrom,média,direita,moderado,pouco distintos,"em faixas longitudinais destacadas, causadas pelas camadas de crescimento",32
120,53,Caryocar glabrum,PEQUIARANA,Caryocar,glabrum,Caryocaraceae,0.61,8.74,3.98,11.85,2.2,13.83,79.04,58.64,8012.05,7305.97,14.42,amarela,média,revessa,ausente,indistintos,"de aspecto fibroso atenuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",91
121,59,Cedrela odorata,CEDRO,Cedrela,odorata,Meliaceae,0.39,12.1,9.06,20.82,1.34,9.71,75.32,52.47,7472.69,6109.56,6.86,rosa,média,direita,acentuado,distintos,"em forma de U, causada pelas camadas de crescimento",82
122,61,Cedrelinga cateniformis,CEDRORANA,Cedrelinga,cateniformis,Mimosaceae,0.45,8.0,4.05,11.61,1.98,11.18,88.75,72.37,4236.48,3500.98,9.71,cinza,média,direita,acentuado,pouco distintos a indistintos,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",125
123,69,Copaifera sp,COPAÍBA,Copaifera,sp,Caesalpiniaceae,0.46,7.68,3.86,10.28,1.99,12.06,85.91,53.84,5933.04,3716.73,9.12,cinza,média,direita,moderado,pouco distintos a indistintos,"em forma de ´U`, causada pelas camadas de crescimento e em linhas vasculares destacadas",53
124,88,Diplotropis purpurea,SUCUPIRA,Diplotropis,purpurea,Fabaceae,0.74,8.8,6.69,15.55,1.32,16.38,143.47,94.24,9865.52,8296.45,16.28,marrom,média,revessa,ausente,distintos,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",44
125,289,Dipteryx odorata,CUMARU,Dipteryx,odorata,Fabaceae,0.87,8.4,5.94,13.85,1.41,15.49,163.08,106.5,15053.25,14680.59,18.53,marrom,média,revessa,ausente,distintos,"destacada, causada pelas linhas vasculares",43
126,244,Handroanthus incanus = Tabebuia cf incana,IPÊ-AMARELO,Handroanthus,incanus,Bignoniaceae,0.82,8.35,5.85,13.3,1.43,16.48,173.58,103.36,,,15.49,vermelha,"em forma de ´U`, causada pelas camadas de crescimento",média,ausente,distintos, e em linhas vasculares destacadas,47
127,128,Hymenolobium pulcherrimum,ANGELIM-PEDRA,Hymenolobium,pulcherrimum,Fabaceae,0.6,9.02,5.36,14.0,1.68,12.45,112.58,62.66,6276.27,5364.25,12.36,rosa,grossa,revessa,ausente,distintos,"em forma de U, causada pelas camadas de crescimento, e de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",21
128,152,Manilkara huberi,MAÇARANDUBA,Manilkara,huberi,Sapotaceae,0.87,9.31,7.1,16.38,1.31,17.06,176.23,108.76,14857.11,13552.82,16.77,marrom,fina,direita,ausente,distintos,"destacada, causada pelas linhas vasculares",122
129,189,Parkia pendula,ROXINHO,Parkia,pendula,Caesalpiniaceae,0.5,7.8,3.8,10.5,2.05,11.57,84.73,48.25,5344.64,4207.06,11.28,Roxa,grossa,direita a cruzada revessa,moderado,distintos,causada por linhas vasculares destacadas,36
130,218,Rauvolfia paraensis,GOGÓ-DE-GUARIBA,Rauvolfia,paraensis,Apocynaceae,0.55,8.97,4.65,13.32,1.93,12.55,111.31,57.17,,,13.34,marrom,fina,direita,moderado,indistintos,"em forma de ´U` e em faixas longitudinais pouco destacadas, causadas pelas camadas de crescimento",19
131,246,Tabebuia sp,IPÊ,Tabebuia,sp,Bignoniaceae,0.87,6.76,6.06,12.42,1.12,15.89,184.07,101.79,,,17.06,marrom,média,revessa,ausente,distintos,"destacada, causada pelas linhas vasculares",33
132,264,Vatairea sericea,ANGELIM-AMARGOSO,Vatairea,sericea,Fabaceae,0.73,9.0,6.02,15.0,1.5,14.71,131.02,80.32,11856.27,11385.55,14.02,marrom,grossa,revessa,ausente,pouco distintos,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",39
133,266,Vataireopsis speciosa,FAVEIRA-AMARGOSA,Vataireopsis,speciosa,Fabaceae,0.62,6.43,3.03,9.93,2.12,11.57,101.69,53.05,4883.72,4638.56,8.73,marrom,grossa,revessa,ausente,pouco distintos,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",51
134,2,Acioa edulis,CASTANHA-DE-CUTIA,Acioa,edulis,Chrysobalanaceae,0.82,10.28,8.04,17.49,1.28,16.28,150.63,81.0,10532.37,11993.56,15.49,marrom,média,revessa,ausente,distintos,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",6
135,3,Acioa sp,ANOERÁ-FERRO,Acioa,sp,Chrysobalanaceae,0.79,9.66,5.31,15.13,1.82,14.61,140.14,74.24,13896.06,11934.72,16.67,marrom,média,revessa,ausente,distintos,"destacada, causada pelas linhas vasculares",
136,8,Anacardium occidentale = Anacardium microcarpum,CAJUAÇU,Anacardium,occidentale,Anacardiaceae,0.42,6.07,3.48,9.68,1.74,9.41,55.7,37.56,3795.18,2628.19,8.14,cinza,média,direita,ausente,indistintos,"destacada, causada pelas linhas vasculares",4
137,9,Anacardium parvifolium,CAJUAÇU,Anacardium,parvifolium,Anacardiaceae,0.44,5.37,3.31,8.64,1.62,10.59,72.08,34.62,4393.39,3255.82,9.02,cinza,média,revessa,ausente,indistintos,"destacada, causada pelas linhas vasculares",6
138,12,Anacardium parvifolium = Anacardium tenuifolium,CAJUÍ,Anacardium,parvifolium,Anacardiaceae,0.43,4.87,3.11,8.67,1.57,9.51,49.62,32.85,3814.8,2588.96,9.02,cinza,média,direita,ausente,indistintos,"destacada, causada pelas linhas vasculares",4
139,25,Anaueria brasiliensis = Beilschmiedia brasiliensis,LOURO,Anaueria,brasiliensis,Lauraceae,0.59,9.41,6.18,14.3,1.52,13.53,111.89,47.56,5629.03,5589.8,11.77,marrom,média,direira direita a revessa,moderado,pouco distintos,"em forma de ""U"" `U´, causada pelas camadas de crescimento   e em linhas vasculares pouco destacadas ",
140,14,Andira sp,ANGELIM-TINTO,Andira,sp,Fabaceae,0.67,9.54,2.22,14.27,4.3,16.08,122.09,66.0,9649.77,8845.62,14.81,marrom,grossa,revessa,ausente,distintos,"em forma de `U´, causada pelas camadas de crescimento   e de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",
141,13,Andira surinamensis = Andira retusa,ANDIRA-UXI,Andira,surinamensis,Fabaceae,0.67,7.9,5.59,12.51,1.41,13.34,121.9,61.39,9659.57,7953.21,13.83,marrom,grossa,revessa,ausente,distintos,"em forma de `U´, causada pelas camadas de crescimento, e de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",
142,39,Brosimum sp,GARROTE,Brosimum,sp,Moraceae,0.47,6.01,4.3,0.73,1.4,11.67,93.26,51.48,7158.87,4775.85,12.36,marrom,fina,direita,moderado,indistintos,"em forma de ""U"" `U´, causada pelas camadas de crescimento   e em linhas vasculares pouco destacadas",
143,40,Brosimum utile,JANITÁ / GARROTE,Brosimum,utile,Moraceae,0.47,7.69,4.83,12.0,1.59,11.38,75.9,46.09,5756.52,4207.06,9.9,amarela,média,revessa,moderado,indistintos,"destacada, causada pelas linhas vasculares",
144,46,Buchenavia cf viridiflora,TANIBOCA,Buchenavia,cf,Combretaceae,0.67,9.34,5.65,11.18,1.65,13.04,117.97,66.1,13748.96,9747.83,17.16,marrom,média,ondulada,moderado,pouco distintos,"destacada, causada pelas linhas vasculares",
145,42,Buchenavia grandis,CUIARANA,Buchenavia,grandis,Combretaceae,0.72,7.41,4.7,12.21,1.58,10.49,95.71,68.35,13258.62,10728.5,16.28,marrom,média,revessa,ausente,pouco distintos a indistintos,"destacada, causada pelas linhas vasculares",
146,292,Buchenavia sp,TANIMBUCA,Buchenavia,sp,Combretaceae,0.72,7.37,3.9,12.73,1.89,14.02,136.21,72.96,15435.71,12581.96,15.79,marrom,média,ondulada e irregular,ausente,pouco distintos a indistintos,"em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas",8
147,48,Caraipa densifolia,CAMAÇARI,Caraipa,densifolia,Guttiferae,0.61,9.37,5.61,15.46,1.67,13.53,118.17,62.37,9071.17,6707.77,14.32,marrom,média,direita e irregular,ausente,indistintos,"destacada, causada pelas linhas vasculares",4
148,63,Chrysophyllum prieurii,MAÇARANDUBARANA,Chrysophyllum,prieurii,Sapotaceae,0.0,13.03,7.73,20.26,1.69,17.16,173.97,74.53,11885.69,12121.05,19.61,marrom,média,ondulada,moderado,indistintos,"pouco destacada, causada pelas linhas vasculares",
149,293,Clarisia racemosa,GUARIÚBA,Clarisia,racemosa,Moraceae,0.56,7.07,3.72,9.61,1.9,11.96,106.21,57.57,7757.08,6158.59,10.98,amarela,média,revessa,moderado,distintos,"em forma de `U´ e em faixas longitudinais destacadas, causadas pelo parênquima axial",9
150,67,Copaifera multijuga,COPAÍBA,Copaifera,multijuga,Caesalpiniaceae,0.5,6.67,3.63,11.35,1.84,11.87,85.12,49.82,6707.77,4746.43,11.47,marrom,média,direita,moderado,distintos,"em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas ",6
151,70,Copaifera sp,COPAÍBA,Copaifera,sp,Caesalpiniaceae,0.56,7.54,4.93,12.69,1.53,11.57,91.59,60.21,7178.49,5658.45,11.28,marrom,média,direita,moderado,distintos,"em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas",
152,81,Dacryodes sp,BREU-BRANCO,Dacryodes,sp,Burseraceae,0.51,6.54,4.45,11.59,1.47,14.02,99.64,46.09,6197.82,4216.87,13.34,rosa,média,revessa,moderado,distintos,"em faixas longitudinais pouco destacadas, causadas pelas camadas de crescimento",23
153,294,Dialium guianense,JATAIPEBA,Dialium,guianense,Caesalpiniaceae,0.85,9.24,4.99,13.67,1.85,15.2,150.83,81.69,16887.09,16347.73,18.24,marrom,fina,direita,ausente,distintos,em linhas vasculares destacadas,6
154,85,Dicorynia paraensis,ANGÉLICA,Dicorynia,paraensis,Caesalpiniaceae,0.45,7.22,3.55,11.48,2.03,8.92,73.35,44.42,5962.46,4207.06,10.49,marrom,grossa,revessa,ausente,distintos,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",27
155,99,Eschweilera coriacea,MATAMATÁ,Eschweilera,coriacea,Lecythidaceae,0.73,9.65,5.63,16.04,1.71,15.3,137.39,67.96,12160.28,11140.38,14.32,marrom,média,direita,ausente,indistintos,"destacada, causada pelas linhas vasculares   e em pequenas ondulações, causadas pelo parênquima axial",
156,299,Eschweilera coriacea = Eschweilera odora,MATAMATÁ,Eschweilera,coriacea,Lecythidaceae,0.69,10.55,4.32,14.91,2.44,13.83,124.64,58.64,9443.83,10806.96,12.36,marrom,média,direita,ausente,pouco distintos,"destacada, causada pelas linhas vasculares",
157,100,Eschweilera grandiflora = Eschweilera cf fracta,MATAMATÁ,Eschweilera,grandiflora,Lecythidaceae,0.76,8.02,4.6,14.88,1.74,14.51,136.02,67.27,8659.29,8875.04,12.65,marrom,média,direita,ausente,pouco distintos,"em pequenas ondulações, causadas pelo parênquima axial",6
158,101,Eschweilera pedicellata = Eschweilera longipes,MATAMATÁ,Eschweilera,pedicellata,Lecythidaceae,0.69,9.63,5.6,14.54,1.72,15.79,134.06,66.69,11581.68,10718.7,17.75,marrom,média,direita,ausente,pouco distintos a indistintos,"em forma de `U´, causada pelas camadas de crescimento   e em pequenas ondulações, causadas pelo parênquima axial",
159,102,Eschweilera sp,MATAMATÁ,Eschweilera,sp,Lecythidaceae,0.62,7.6,3.55,10.48,2.14,14.91,127.09,63.94,8835.81,8365.09,11.67,marrom,média,direita,ausente,pouco distintos,"pouco destacada, causada pelas linhas vasculares   e em pequenas ondulações, causadas pelo parênquima axial",
160,562,Goupia glabra,CUPIÚBA,Goupia,glabra,Goupiaceae,0.71,8.86,4.98,13.12,1.78,12.75,116.11,64.92,11287.48,9551.7,15.2,marrom,média,revessa,ausente,pouco distintos,"destacada, causada pelas linhas vasculares",34
161,305,Guatteria olivacea,EMBIRA-preta,Guatteria,olivacea,Annonaceae,0.47,7.84,4.13,13.17,1.9,10.59,90.22,42.27,4785.66,3098.91,8.04,cinza,média,direita,acentuado,indistintos,"em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas",
162,126,Hymenolobium nitidum,ANGELIM-PEDRA,Hymenolobium,nitidum,Fabaceae,0.55,7.15,4.31,11.81,1.66,11.57,94.34,52.47,7256.94,5589.8,12.45,marrom,grossa,revessa,ausente,distintos,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",63
163,139,Licania gracilipes,CARAIPERANA,Licania,gracilipes,Chrysobalanaceae,0.82,12.5,5.5,18.05,2.27,16.18,158.48,84.44,14808.08,14651.17,15.79,marrom,média,direita a revessa,ausente,indistintos,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras   e em faixas escuras, causadas pela diferença de cor",9
164,140,Licania oblongifolia,MACUCU-BRANCO,Licania,oblongifolia,Chrysobalanaceae,0.83,11.67,5.91,19.59,1.97,15.1,133.96,75.12,15386.67,14023.55,18.63,marrom,média,revessa,ausente,pouco distintos a indistintos,"em pequenas ondulações, causadas pelo parênquima axial   em linhas vasculares destacadas   e em faixas escuras, causadas pela diferença de cor",6
165,146,Macrolobium acacifolium,ARAPARI,Macrolobium,acacifolium,Caesalpiniaceae,0.54,6.38,2.89,10.02,2.21,8.92,79.43,42.76,6570.47,5128.89,10.3,marrom,média,direita e irregular,moderado,distintos,"em forma de `U´ e em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas",165
166,147,Macrolobium sp,ARARAPARI,Macrolobium,sp,Caesalpiniaceae,0.53,8.76,3.69,11.89,2.37,9.9,82.47,44.52,7364.81,5374.06,12.94,marrom,média,irregular,ausente,distintos,"em faixas longitudinais destacadas, causadas pelas camadas de crescimento   e em linhas vasculares destacadas",11
167,159,Micrandra minor,CAUCHORANA,Micrandra,minor,Euphorbiaceae,0.41,7.39,2.48,9.77,2.98,9.81,73.45,37.85,4550.3,3128.33,10.3,marrom,média,direita,moderado,indistintos,"em forma de `U´, causada pelas camadas de crescimento   em linhas vasculares pouco destacadas   e em pequenas ondulações, causadas pelo parênquima axial",
168,160,Micrandra rossiana,SERINGARANA,Micrandra,rossiana,Euphorbiaceae,0.67,9.04,5.17,13.82,1.75,14.42,128.17,67.27,11130.58,8561.23,15.0,marrom,fina,direita,ausente,distintos,"pouco destacada, causada pelas linhas vasculares",5
169,161,Micropholis guyanensis,ABIURANA-MANGABARANA,Micropholis,guyanensis,Sapotaceae,0.67,11.16,6.64,16.64,1.68,14.91,130.33,74.63,9179.05,7923.79,11.18,marrom,fina,direita,moderado,indistintos,"pouco destacada, causada pelas linhas vascularespouco destacada, causada pelas linhas vasculares e pelo contraste dos raios",
170,286,Micropholis mensalis,ABIURANA-branca,Micropholis,mensalis,Sapotaceae,0.6,9.64,5.22,14.67,1.85,13.44,120.13,57.76,9590.93,7139.26,13.44,marrom,fina,direita e ondulada,moderado,indistintos,"em faixas longitudinais pouco destacadas, causadas pelas camadas de crescimento   e em linhas vasculares pouco destacadas",4
171,563,Nectandra cuspidata,CANELA/LOURO-TAMANCO,Nectandra,cuspidata,Lauraceae,0.4,6.02,4.04,9.13,1.49,8.53,66.1,37.66,,,8.53,cinza,média,revessa,acentuado,pouco distintos a indistintos,"destacada, causada pelas linhas vasculares",4
172,564,Ocotea aciphylla = Ocotea costulata,ABACATIRANA,Ocotea,aciphylla,Lauraceae,0.5,6.59,3.94,11.56,1.67,9.9,90.81,51.68,5540.77,4560.1,10.98,marrom,média,revessa,acentuado,pouco distintos a distintos,"pouco destacada, causada pelas linhas vasculares",6
173,565,Ocotea fragrantissima,LOURO-PRETO,Ocotea,fragrantissima,Lauraceae,0.48,5.72,2.98,10.12,1.92,10.0,91.59,47.17,4795.46,4726.82,12.16,amarela,média,revessa,acentuado,pouco distintos,"destacada, causadas pelas linhas vasculares",
174,566,Ocotea sp,LOURO,Ocotea,sp,Lauraceae,0.42,7.48,4.06,9.81,1.84,9.61,77.28,45.4,,,8.83,amarela,média,revessa,acentuado,distintos,"destacada, causada pelas linhas vasculares",25
175,567,Ormosia coccinea,TENTO,Ormosia,coccinea,Fabaceae,0.58,6.66,3.94,10.9,1.69,9.9,94.63,50.01,7492.3,6129.17,12.26,marrom,grossa,revessa,ausente,distintos,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",5
176,568,Ormosia paraensis,TENTO,Ormosia,paraensis,Fabaceae,0.65,8.6,4.84,13.83,1.78,10.2,81.3,44.42,8159.15,6805.83,12.45,marrom,grossa,revessa,moderado,distintos,"de aspecto fibroso acentuado, causado pelo destaque do parênquima axial, das linhas vasculares e das fibras",
177,569,Osteophloeum platyspermum,UCUUBARANA,Osteophloeum,platyspermum,Myristicaceae,0.46,9.43,5.27,14.5,1.79,11.87,78.75,43.74,4854.3,3834.41,10.2,marrom,média,direita,acentuado,distintos,"em faixas longitudinais pouco destacadas, causadas pelas camadas de crescimento   e em linhas vasculares pouco destacadas",35
178,570,Parkia gigantocarpa,FAVA-BOLOTA / VISGUEIRO,Parkia,gigantocarpa,Mimosaceae,0.26,5.8,2.18,8.76,2.66,8.83,30.6,22.16,2373.22,2059.4,6.28,branca,média,,acentuado,indistintos,"destacada, causada pelas linhas vasculares   e em faixas longitudinais destacadas, causadas pela diferença de cor",16
179,187,Parkia nitida = Parkia oppositifolia,FAVEIRA,Parkia,nitida,Mimosaceae,0.31,5.33,2.67,8.7,2.0,6.96,29.71,29.91,2991.04,2667.42,9.51,branca,média,direita a revessa,acentuado,pouco distintos a indistintos,"destacada, causada pelas linhas vasculares   e em faixas  longitudinais destacadas, causadas pela diferença de cor",
180,190,Parkia pendula,FAVEIRA,Parkia,pendula,Mimosaceae,0.51,7.2,2.5,10.0,2.88,10.79,92.08,47.95,5236.76,4265.9,9.71,branca,média,direita,médio,distintos,linhas coloridas mais escuras na superfície radial,75
181,199,Pouteria anomala,ABIURANA,Pouteria,anomala,Sapotaceae,0.73,9.1,5.7,14.4,1.6,15.98,161.71,83.75,12552.54,10551.98,14.22,marrom,fina,direita,ausente ,pouco distintos,"pouco destacada em linhas longitudinais, causadas pelas camadas de crescimento",27
182,221,Pouteria egregia,ABIURANA,Pouteria,egregia,Sapotaceae,0.84,11.2,6.8,15.7,1.65,17.55,171.81,88.95,14523.69,13121.33,19.02,marrom,média a fina,cruzada irregular a direita,ausente,pouco distinto a indistintos,causada por linha vasculares destacadas,2
183,208,Pouteria sp,ABIURANA,Pouteria,sp,Sapotaceae,0.72,9.7,5.9,15.2,1.64,16.87,155.24,78.85,12013.18,10757.92,13.14,marrom,fina,direita,ausente,pouco distintos a indistintos,"pouco destacada em linhas longitudinais, causadas pelas camadas de crescimento",5
184,213,Pterocarpus sp,EMBIRA-DE-PREGUIÇA,Pterocarpus,sp,Fabaceae,0.72,7.1,4.9,11.3,1.45,13.14,126.02,68.35,7188.29,7698.24,12.36,marrom,média,cruzada irregular,médio,pouco distinto,linhas (radial),4
185,225,Schizolobium parahyba = Schizolobium amazonicum,PINHO-CUIABANO,Schizolobium,parahyba,Caesalpiniaceae,0.49,5.12,4.3,11.1,1.19,,,33.44,4481.65,2608.58,10.79,marrom,média,ondulada,acentuado,indistintos,"destacada, causada pelas linhas vasculares",
186,232,Sloanea nitida,URUCURANA,Sloanea,nitida,Elaeocarpaceae,0.9,11.22,5.28,18.58,2.13,17.75,171.52,95.52,16534.05,18044.28,16.08,marrom,média,direita,ausente,pouco distintos a indistintos,"pouco destacada, causada pelas linhas vasculares",
187,233,Sloanea sp,URUCURANA,Sloanea,sp,Elaeocarpaceae,0.72,8.71,5.62,15.51,1.55,15.98,149.94,76.79,18622.88,18711.14,22.36,branca,média,direita,ausente,pouco distintos a indistintos,"pouco destacada, causada pelas linhas vasculares",
188,241,Swartzia recurva,URUCURANA,Swartzia,recurva,Fabaceae,0.77,8.51,6.21,15.04,1.37,16.67,154.06,73.06,12572.16,10983.48,17.06,marrom,média,direita,moderado,indistintos,"em faixas longitudinais pouco destacadas, causadas pelas camadas de crescimento   e em linhas vasculares pouco destacadas",
